"ISO_3_CODE","COUNTRYNAME","WHO_REGION","UNICEF_REGION","COVAX_STATUS","DEVELOPMENT_STATUS","WBINCOME_SHORT_STATUS","WBINCOME_LONG_STATUS","WHOMEMBER","WHO_LEGAL_STATUS_TITLE","DATE","YEAR","MONTH","MONTH_DESCRIPTION","DATA_SOURCE","DATA_SOURCE_DESCRIPTION","GENDER","GENDER_DESCRIPTION","NUMBER_TARGET","UNPOP","N_VACC_DOSE1","N_VACC_LAST_DOSE","N_VACC_UNKNOWN","N_VACC_BOOSTER_DOSE","PARTIALLY_VACCINATED","NOT_VACCINATED","NOT_VACCINATED_BY_UNPOP","PERSONS_VACCINATED_1PLUS_DOSE_PER100","TOTAL_VACCINATIONS_PER100","COMMENTS"
"OMN","Oman","EMR","MENA","Self-financing","Developing","High income","High income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",2178059,2761768,2011315,1893219,0,223913,118096,166744,750453,72.8270803340469,68.5509789381295,"-4444"
"PAK","Pakistan","EMR","ROSA","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",77651586,118960880,68537679,63209228,NA,NA,5328451,9113907,50423201,57.6136281103502,53.134465716797,"-2222"
"PAK","Pakistan","EMR","ROSA","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",66107659,116863982,59726805,53695399,NA,NA,6031406,6380854,57137177,51.1079666958465,45.9469188718899,"-4444"
"PAK","Pakistan","EMR","ROSA","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PNG","Papua New Guinea","WPR","EAPRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",NA,5232314,212891,175431,0,13805,37460,NA,5019423,4.06877339548047,3.3528377692929,NA
"PNG","Papua New Guinea","WPR","EAPRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",NA,4910305,127033,105099,0,7780,21934,NA,4783272,2.58706943866012,2.14037620880984,NA
"PNG","Papua New Guinea","WPR","EAPRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"PRY","Paraguay","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",3001157,3402132,1899734,1647926,NA,706462,251808,1101423,1502398,55.8395147513383,48.4380382654171,"-2222"
"PRY","Paraguay","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",2961799,3378612,2031946,1821101,NA,920371,210845,929853,1346666,60.1414426989545,53.9008622475739,"-2222"
"PRY","Paraguay","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4444"
"PSE","occupied Palestinian territory, including east Jerusalem","EMR","MENA","AMC","Developing","Middle income","Lower middle income","Reporting entity","Territory or Area","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",1760439,2619454,1103549,NA,NA,NA,1103549,656890,1515905,42.1289703884855,NA,NA
"PSE","occupied Palestinian territory, including east Jerusalem","EMR","MENA","AMC","Developing","Middle income","Lower middle income","Reporting entity","Territory or Area","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",1696824,2630619,905298,NA,NA,NA,905298,791526,1725321,34.4138774942323,NA,NA
"PSE","occupied Palestinian territory, including east Jerusalem","EMR","MENA","AMC","Developing","Middle income","Lower middle income","Reporting entity","Territory or Area","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF","French Polynesia","WPR",NA,NA,"Developing","High income","High income","Reporting entity","Territory or Area","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",132203,154794,91628,88471,NA,43509,3157,40575,63166,59.1935087923305,57.15402405778,NA
"PYF","French Polynesia","WPR",NA,NA,"Developing","High income","High income","Reporting entity","Territory or Area","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",129559,151485,93956,93400,NA,47284,556,35603,57529,62.0233026372248,61.6562695976499,NA
"PYF","French Polynesia","WPR",NA,NA,"Developing","High income","High income","Reporting entity","Territory or Area","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QAT","Qatar","EMR","MENA","Self-financing","Developing","High income","High income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",2604797,1954233,2142588,2064638,NA,1483469,77950,462209,-188355,109.638308226296,105.649531043637,NA
"QAT","Qatar","EMR","MENA","Self-financing","Developing","High income","High income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",949361,740889,658450,641941,NA,301013,16509,290911,82439,88.8729620766404,86.6446930646831,NA
"QAT","Qatar","EMR","MENA","Self-financing","Developing","High income","High income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RWA","Rwanda","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","MALE","Male",NA,6741039,4685716,1755540,NA,NA,2930176,NA,2055323,69.5102935912402,26.0425729624172,NA
"RWA","Rwanda","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","FEMALE","Female",NA,7035658,5609780,2161528,NA,NA,3448252,NA,1425878,79.7335515739964,30.7224711604799,NA
"SAU","Saudi Arabia","EMR","MENA","Self-financing","Developing","High income","High income","Member","Member State","2022-03",2022,3,"03-March","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",17817721,20979233,15791771,14230207,0,7931400,1561564,2025950,5187462,75.2733476957904,67.8299678544015,NA
"SAU","Saudi Arabia","EMR","MENA","Self-financing","Developing","High income","High income","Member","Member State","2022-03",2022,3,"03-March","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",12902488,15429586,9052693,8220260,0,3178419,832433,3849795,6376893,58.6710038752822,53.275959575325,NA
"SAU","Saudi Arabia","EMR","MENA","Self-financing","Developing","High income","High income","Member","Member State","2022-03",2022,3,"03-March","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",0,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"SDN","Sudan","EMR","MENA","AMC","Least developed","Low income","Low income","Member","Member State","2022-04",2022,4,"04-April","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",NA,23454198,1166046,1166046,NA,229290,0,NA,22288152,4.97158760235588,4.97158760235588,"The data here are taken from our electronic system (tracking system),as its not available on the (paper based/registry books),therefore you will find discrepancies regarding the numbers from the tables above , due to having more data from the paper based "
"SDN","Sudan","EMR","MENA","AMC","Least developed","Low income","Low income","Member","Member State","2022-04",2022,4,"04-April","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,31,4,NA,NA,27,NA,NA,NA,NA,"The data here are taken from our electronic system (tracking system),as its not available on the (paper based/registry books),therefore you will find discrepancies regarding the numbers from the tables above , due to having more data from the paper based "
"SDN","Sudan","EMR","MENA","AMC","Least developed","Low income","Low income","Member","Member State","2022-04",2022,4,"04-April","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",NA,23420005,1965953,371391,NA,24300,1594562,NA,21454052,8.39433211051834,1.58578531473413,"The data here are taken from our electronic system (tracking system),as its not available on the (paper based/registry books),therefore you will find discrepancies regarding the numbers from the tables above , due to having more data from the paper based "
"SEN","Senegal","AFR","WCARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","MALE","Male",NA,8516043,695334,315462,NA,NA,379872,NA,7820709,8.16498930313057,3.70432605847575,NA
"SEN","Senegal","AFR","WCARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","FEMALE","Female",NA,8800406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLE","Sierra Leone","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","FEMALE","Female",NA,4293526,695165,NA,NA,NA,695165,NA,3598361,16.1910047825494,NA,NA
"SLE","Sierra Leone","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","MALE","Male",NA,4312192,797137,NA,NA,NA,797137,NA,3515055,18.4856564828282,NA,NA
"SLV","El Salvador","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-02",2022,2,"02-February","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",2955747,3016535,2093580,1954147,NA,591199,139433,862167,922955,69.4034712012292,64.7811810570738,NA
"SLV","El Salvador","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-02",2022,2,"02-February","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",3370080,3319856,2446740,2322505,NA,794884,124235,923340,873116,73.7001845863194,69.9580042025919,"HUBO UN ERRO INVOLUNTARIO EN EL INFORME DEL MES ANTERIOR"
"SLV","El Salvador","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-02",2022,2,"02-February","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,2200,2029,NA,886,171,NA,NA,NA,NA,NA
"SMR","San Marino","EUR","Dev","Self-financing","Developed economy","High income","High income","Member","Member State","2021-03",2021,3,"03-March","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",15319,17326,5066,2066,NA,NA,3000,10253,12260,29.23929354727,11.9242756550848,NA
"SMR","San Marino","EUR","Dev","Self-financing","Developed economy","High income","High income","Member","Member State","2021-03",2021,3,"03-March","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",14314,16419,3835,1479,NA,NA,2356,10479,12584,23.3570863024545,9.00785675132468,NA
"SOM","Somalia","EMR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOM","Somalia","EMR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",NA,8555628,885187,582471,NA,NA,302716,NA,7670441,10.3462539512003,6.80804495006094,NA
"SOM","Somalia","EMR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",NA,8509953,397693,261690,NA,NA,136003,NA,8112260,4.67326905330734,3.07510511515164,NA
"SSD","South Sudan","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","MALE","Male",NA,5404538,218167,186009,NA,NA,32158,NA,5186371,4.03673727523056,3.44171879261465,NA
"SSD","South Sudan","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","FEMALE","Female",NA,5508626,163553,147625,NA,NA,15928,NA,5345073,2.96903438352867,2.67988787040543,NA
"STP","Sao Tome and Principe","AFR","WCARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","MALE","Male",NA,113407,44116,29860,NA,NA,14256,NA,69291,38.900596964914,26.3299443596956,NA
"STP","Sao Tome and Principe","AFR","WCARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","FEMALE","Female",NA,113972,44867,31545,NA,NA,13322,NA,69105,39.3666865545924,27.677850700172,NA
"SWZ","Eswatini","AFR","ESARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",394504,596167,209175,163517,NA,53868,45658,185329,386992,35.0866451849901,27.428052877801,"-4444"
"SWZ","Eswatini","AFR","ESARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",430195,605504,253402,203278,NA,69269,50124,176793,352102,41.8497648240144,33.5717022513476,"-4444"
"SWZ","Eswatini","AFR","ESARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4444"
"SYR","Syrian Arab Republic","EMR","MENA","AMC","Developing","Low income","Low income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",2296530,11078628,1243597,849487,0,18706,394110,1052933,9835031,11.2251896173425,7.66779965894694,NA
"SYR","Syrian Arab Republic","EMR","MENA","AMC","Developing","Low income","Low income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",2206470,11046621,1102813,753318,0,16589,349495,1103657,9943808,9.98326094468164,6.81944279612743,NA
"SYR","Syrian Arab Republic","EMR","MENA","AMC","Developing","Low income","Low income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TCD","Chad","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","MALE","Male",NA,8896002,167791,86102,NA,NA,81689,NA,8728211,1.88613941408736,0.967872983841505,NA
"TCD","Chad","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","FEMALE","Female",NA,8827313,103240,56350,NA,NA,46890,NA,8724073,1.16955182171517,0.638359600480916,NA
"THA","Thailand","SEAR","EAPRO","No","Developing","Middle income","Upper middle income","Member","Member State","2021-06",2021,6,"06-June","SEAR","COVID-19 vaccination uptake data coming from SEAR data collection tool","FEMALE","Female",NA,36807094,159863,NA,NA,NA,159863,NA,36647231,0.434326600192887,NA,NA
"THA","Thailand","SEAR","EAPRO","No","Developing","Middle income","Upper middle income","Member","Member State","2021-06",2021,6,"06-June","SEAR","COVID-19 vaccination uptake data coming from SEAR data collection tool","MALE","Male",NA,34794010,87987,NA,NA,NA,87987,NA,34706023,0.252879734184131,NA,NA
"TLS","Timor-Leste","SEAR","EAPRO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-01",2022,1,"01-January","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",NA,683957,357680,293494,NA,11159,64186,NA,326277,52.2956852550672,42.9111771646463,NA
"TLS","Timor-Leste","SEAR","EAPRO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-01",2022,1,"01-January","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",NA,657338,340823,285373,NA,6781,55450,NA,316515,51.8489726746362,43.4134341845443,NA
"TLS","Timor-Leste","SEAR","EAPRO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-01",2022,1,"01-January","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TON","Tonga","WPR","EAPRO","AMC","Developing","Middle income","Upper middle income","Member","Member State","2021-04",2021,4,"04-April","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",12844,53578,11855,NA,NA,NA,11855,989,41723,22.1266191347195,NA,NA
"TON","Tonga","WPR","EAPRO","AMC","Developing","Middle income","Upper middle income","Member","Member State","2021-04",2021,4,"04-April","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",11997,52440,10515,NA,NA,NA,10515,1482,41925,20.0514874141876,NA,NA
"TZA","United Republic of Tanzania","AFR","ESARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-04",2022,4,"04-April","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",14683181,32370931,2373692,1822495,NA,NA,551197,12309489,29997239,7.33278879127696,5.63003578735502,"No comment"
"TZA","United Republic of Tanzania","AFR","ESARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-04",2022,4,"04-April","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",16057747,33126817,2730430,2096396,NA,NA,634034,13327317,30396387,8.24235543064702,6.3283955111051,"No comment"
"TZA","United Republic of Tanzania","AFR","ESARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-04",2022,4,"04-April","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UGA","Uganda","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","MALE","Male",NA,23401332,1439282,447932,NA,NA,991350,NA,21962050,6.15042767651004,1.9141303580497,NA
"UGA","Uganda","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","FEMALE","Female",NA,23848253,1450888,350225,NA,NA,1100663,NA,22397365,6.08383347828455,1.46855620828914,NA
"UKR","Ukraine","EUR","CEE-CIS","AMC","Economy in transition","Middle income","Lower middle income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",9777336,18230672,7076512,6744063,22470,641664,332449,2700824,11154160,38.8165175699502,36.9929479286337,NA
"UKR","Ukraine","EUR","CEE-CIS","AMC","Economy in transition","Middle income","Lower middle income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",11949978,21471067,8847819,8492581,30085,803714,355238,3102159,12623248,41.2081011157946,39.5536048581098,NA
"UKR","Ukraine","EUR","CEE-CIS","AMC","Economy in transition","Middle income","Lower middle income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,547,553,1,3428,-6,NA,NA,NA,NA,NA
"URY","Uruguay","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2022-02",2022,2,"02-February","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",1602505,1658372,1411497,1308937,NA,878320,102560,191008,246875,85.1134124309865,78.9290340164933,NA
"URY","Uruguay","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2022-02",2022,2,"02-February","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",1714688,1764421,1537065,1446792,NA,1039002,90273,177623,227356,87.1144131700994,81.9981172293914,NA
"URY","Uruguay","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2022-02",2022,2,"02-February","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,95,74,NA,12,21,NA,NA,NA,NA,NA
"USA","United States of America","AMR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-05",2022,5,"05-May","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",163462489,167498138,122651368,104699627,2642446,46731325,17951741,40811121,44846770,73.2255113188184,62.5079348643267,NA
"USA","United States of America","AMR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-05",2022,5,"05-May","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",168546343,170791720,133787285,115270929,3218952,56667568,18516356,34759058,37004435,78.3335895908771,67.4921061747021,NA
"USA","United States of America","AMR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-05",2022,5,"05-May","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,2245374,1498240,20317,188033,747134,NA,NA,NA,NA,"Values have decreased due to continued data cleaning efforts"
"VCT","Saint Vincent and the Grenadines","AMR","LACRO","AMC","Developing","Middle income","Upper middle income","Member","Member State","2022-05",2022,5,"05-May","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",NA,52928,17485,14369,NA,1706,3116,NA,35443,33.0354443772672,27.1482013301088,"-4444"
"VCT","Saint Vincent and the Grenadines","AMR","LACRO","AMC","Developing","Middle income","Upper middle income","Member","Member State","2022-05",2022,5,"05-May","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",NA,51020,19078,16278,NA,1850,2800,NA,31942,37.3931791454332,31.9051352410819,"-2222"
"VCT","Saint Vincent and the Grenadines","AMR","LACRO","AMC","Developing","Middle income","Upper middle income","Member","Member State","2022-05",2022,5,"05-May","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4444"
"VEN","Venezuela (Bolivarian Republic of)","AMR","LACRO","Self-financing","Developing","NA","NA","Member","Member State","2021-11",2021,11,"11-November","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",14876249,13956811,8772122,5223914,NA,NA,3548208,6104127,5184689,62.8519079322633,37.4291376446955,NA
"VEN","Venezuela (Bolivarian Republic of)","AMR","LACRO","Self-financing","Developing","NA","NA","Member","Member State","2021-11",2021,11,"11-November","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",14810938,14243056,9621397,6432281,NA,NA,3189116,5189541,4621659,67.5514931627033,45.1608208238457,NA
"VEN","Venezuela (Bolivarian Republic of)","AMR","LACRO","Self-financing","Developing","NA","NA","Member","Member State","2021-11",2021,11,"11-November","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VGB","British Virgin Islands","AMR","LACRO",NA,"Developing","High income","High income","Reporting entity","Territory or Area","2021-05",2021,5,"05-May","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",NA,14976,3168,2831,NA,NA,337,NA,11808,21.1538461538462,18.9035790598291,NA
"VGB","British Virgin Islands","AMR","LACRO",NA,"Developing","High income","High income","Reporting entity","Territory or Area","2021-05",2021,5,"05-May","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",NA,16146,2815,2265,NA,NA,550,NA,13331,17.4346587390066,14.0282422891119,NA
"VNM","Viet Nam","WPR","EAPRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",NA,48501287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VNM","Viet Nam","WPR","EAPRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",NA,49685569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VNM","Viet Nam","WPR","EAPRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,2001815,2040129,NA,3787701,-38314,NA,NA,NA,NA,NA
"WSM","Samoa","WPR","EAPRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-07",2021,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",60919,111550,36640,13215,NA,NA,23425,24279,74910,32.8462572837293,11.8467055132228,NA
"WSM","Samoa","WPR","EAPRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-07",2021,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",59251,107213,30374,12186,NA,NA,18188,28877,76839,28.3305196198222,11.3661589546044,"0"
"WSM","Samoa","WPR","EAPRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-07",2021,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XKX","Kosovo (in accordance with UN Security Council resolution 1244 (1999))","EUR",NA,"AMC",NA,"Middle income","Upper middle income","UNICEF Programme","Territory or Area","2021-10",2021,10,"10-October","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",877645,828416,424411,360679,0,0,63732,453234,404005,51.2316275880717,43.5383913396168,"-4444"
"XKX","Kosovo (in accordance with UN Security Council resolution 1244 (1999))","EUR",NA,"AMC",NA,"Middle income","Upper middle income","UNICEF Programme","Territory or Area","2021-10",2021,10,"10-October","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",920543,833593,NA,359699,0,0,NA,NA,NA,NA,43.1504343246644,"-4444"
"XKX","Kosovo (in accordance with UN Security Council resolution 1244 (1999))","EUR",NA,"AMC",NA,"Middle income","Upper middle income","UNICEF Programme","Territory or Area","2021-10",2021,10,"10-October","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"-4444"
